lat,lon,ts
47.67308,-122.35458,2018-06-08 19:28:21.227
47.67308,-122.35458,2018-06-08 19:29:59.125
47.67308,-122.35453,2018-06-08 19:34:16.085
47.67308,-122.35453,2018-06-08 19:56:11.398
47.67308,-122.35453,2018-06-08 20:07:03.518
47.67308,-122.35453,2018-06-08 20:19:55.191
47.67308,-122.35453,2018-06-08 20:21:17.861
47.66465,-122.35232,2018-06-08 20:21:48.538
47.67476,-122.35438,2018-06-08 20:24:02.624
47.67446,-122.34871,2018-06-08 20:26:02.679
47.67297,-122.33731,2018-06-08 20:28:03.772
47.67587,-122.32324,2018-06-08 20:30:01.318
47.67793,-122.31944,2018-06-08 20:32:23.716
47.67793,-122.31944,2018-06-08 20:34:24.489
47.67476,-122.31587,2018-06-08 20:37:07.240
47.67775,-122.31963,2018-06-08 20:39:19.729
47.67774,-122.31963,2018-06-08 20:41:20.743
47.67774,-122.31964,2018-06-08 20:43:20.782
47.67774,-122.31964,2018-06-08 20:45:25.686
47.67774,-122.31964,2018-06-08 20:47:29.783
47.67774,-122.31964,2018-06-08 20:49:46.173
47.67774,-122.31964,2018-06-08 20:52:35.840
47.67774,-122.31964,2018-06-08 20:53:37.358
47.67774,-122.31964,2018-06-08 20:55:09.306
47.67774,-122.31964,2018-06-08 21:00:25.820
47.67774,-122.31964,2018-06-08 21:06:13.206
47.67774,-122.31964,2018-06-08 21:18:17.988
47.67774,-122.31964,2018-06-08 21:20:39.716
47.67774,-122.31964,2018-06-08 21:23:31.751
47.67774,-122.31964,2018-06-08 21:25:58.642
47.67774,-122.31964,2018-06-08 21:28:33.718
47.67774,-122.31964,2018-06-08 21:33:02.951
47.67774,-122.31964,2018-06-08 21:34:32.071
47.67774,-122.31964,2018-06-08 21:36:49.960
47.67774,-122.31964,2018-06-08 21:43:03.286
47.67774,-122.31965,2018-06-08 21:43:33.357
47.67774,-122.31965,2018-06-08 21:45:35.555
47.67774,-122.31965,2018-06-08 21:47:40.956
47.67774,-122.31965,2018-06-08 21:51:17.919
47.67774,-122.31965,2018-06-08 21:53:54.951
47.67774,-122.31965,2018-06-08 21:55:23.093
47.67774,-122.31965,2018-06-08 21:58:31.940
47.67774,-122.31965,2018-06-08 22:04:28.905
47.67774,-122.31965,2018-06-08 22:10:12.944
47.67774,-122.31965,2018-06-08 22:46:30.137
47.67774,-122.31965,2018-06-08 23:04:30.627
47.67774,-122.31965,2018-06-08 23:15:23.051
47.67774,-122.31965,2018-06-08 23:51:30.040
47.67774,-122.31965,2018-06-09 00:04:08.539
47.67774,-122.31965,2018-06-09 00:15:25.250
47.67774,-122.31965,2018-06-09 00:52:01.215
47.67774,-122.31965,2018-06-09 01:21:31.118
47.67774,-122.31965,2018-06-09 01:57:42.889
47.67774,-122.31965,2018-06-09 02:36:43.781
47.67774,-122.31965,2018-06-09 03:15:23.925
47.67774,-122.31965,2018-06-09 03:15:24.127
47.67264,-122.3215,2018-06-09 03:52:49.696
47.67264,-122.3215,2018-06-09 04:17:47.856
47.67736,-122.32045,2018-06-09 04:18:20.000
47.67736,-122.32045,2018-06-09 05:05:49.515
47.67736,-122.32045,2018-06-09 05:42:01.630
47.67736,-122.32045,2018-06-09 06:18:03.624
47.67736,-122.32045,2018-06-09 06:53:14.759
47.67769,-122.31962,2018-06-09 06:53:31.000
47.67769,-122.31962,2018-06-09 06:53:47.000
47.6777,-122.31961,2018-06-09 07:47:34.615
47.6777,-122.31961,2018-06-09 07:47:34.933
47.6777,-122.31961,2018-06-09 09:36:51.572
47.6777,-122.31961,2018-06-09 09:36:51.911
47.6777,-122.31961,2018-06-09 12:39:18.782
47.6777,-122.31961,2018-06-09 12:39:21.860
47.6777,-122.31961,2018-06-09 13:04:05.606
47.6777,-122.31961,2018-06-09 13:15:04.375
47.6777,-122.31961,2018-06-09 13:20:26.430
47.6777,-122.31961,2018-06-09 13:56:30.389
47.6777,-122.31961,2018-06-09 14:33:35.390
47.6777,-122.31961,2018-06-09 14:45:14.837
47.6777,-122.31961,2018-06-09 14:49:29.993
47.6777,-122.31961,2018-06-09 14:51:32.371
47.6777,-122.31961,2018-06-09 14:53:34.326
47.67709,-122.31934,2018-06-09 14:55:39.501
47.67598,-122.31883,2018-06-09 14:57:39.548
47.67569,-122.31944,2018-06-09 14:59:44.343
47.67563,-122.3178,2018-06-09 15:01:02.437
47.67561,-122.3178,2018-06-09 15:03:04.254
47.67561,-122.3178,2018-06-09 15:05:05.130
47.67563,-122.31779,2018-06-09 15:07:06.622
47.67563,-122.31779,2018-06-09 15:09:22.196
47.67563,-122.31779,2018-06-09 15:11:54.173
47.67563,-122.31779,2018-06-09 15:14:05.114
47.67563,-122.31779,2018-06-09 15:17:40.180
47.67563,-122.31779,2018-06-09 15:19:21.469
47.67563,-122.31779,2018-06-09 15:23:22.111
47.67563,-122.31779,2018-06-09 15:33:27.982
47.67563,-122.31779,2018-06-09 15:43:50.160
47.67563,-122.31779,2018-06-09 16:19:51.141
47.67563,-122.31779,2018-06-09 16:31:49.253
47.67563,-122.31779,2018-06-09 16:43:49.125
47.67563,-122.31779,2018-06-09 17:22:10.112
47.67563,-122.31779,2018-06-09 17:45:26.755
47.67561,-122.3178,2018-06-09 17:56:35.958
47.67561,-122.3178,2018-06-09 18:07:05.074
47.67561,-122.3178,2018-06-09 18:30:32.212
47.67561,-122.3178,2018-06-09 18:41:07.065
47.67561,-122.3178,2018-06-09 19:13:48.615
47.67561,-122.3178,2018-06-09 19:23:56.866
47.67561,-122.3178,2018-06-09 19:40:46.312
47.67565,-122.31786,2018-06-09 19:41:26.988
47.67651,-122.31766,2018-06-09 19:43:17.184
47.67327,-122.3217,2018-06-09 19:43:37.188
47.67729,-122.31903,2018-06-09 19:45:42.401
47.67773,-122.31978,2018-06-09 19:47:44.141
47.67775,-122.31963,2018-06-09 19:49:20.225
47.67774,-122.31963,2018-06-09 19:51:20.271
47.67774,-122.31963,2018-06-09 19:54:14.719
47.67774,-122.31963,2018-06-09 19:56:25.262
47.67774,-122.31963,2018-06-09 19:58:44.010
47.67774,-122.31963,2018-06-09 20:03:33.011
47.67774,-122.31963,2018-06-09 20:03:33.133
47.67774,-122.31963,2018-06-09 20:06:33.948
47.67774,-122.31963,2018-06-09 20:13:52.649
47.67774,-122.31963,2018-06-09 20:33:53.023
47.67774,-122.31963,2018-06-09 20:45:31.999
47.67774,-122.31963,2018-06-09 20:58:16.042
47.67774,-122.31963,2018-06-09 21:09:03.973
47.67774,-122.31963,2018-06-09 21:45:32.953
47.67774,-122.31963,2018-06-09 21:59:08.999
47.67774,-122.31963,2018-06-09 22:11:15.921
47.67774,-122.31963,2018-06-09 22:27:50.103
47.67774,-122.31963,2018-06-09 22:55:04.494
47.67774,-122.31963,2018-06-09 23:05:33.352
47.67774,-122.31963,2018-06-09 23:18:02.897
47.67774,-122.31963,2018-06-09 23:47:29.052
47.67774,-122.31963,2018-06-09 23:57:35.900
47.67774,-122.31963,2018-06-10 00:17:14.616
47.67774,-122.31963,2018-06-10 00:30:10.887
47.67774,-122.31963,2018-06-10 00:46:15.944
47.67774,-122.31963,2018-06-10 01:31:55.816
47.67774,-122.31964,2018-06-10 01:32:24.446
47.67774,-122.31964,2018-06-10 02:03:34.714
47.67774,-122.31964,2018-06-10 02:14:04.792
47.67774,-122.31964,2018-06-10 02:27:04.065
47.67774,-122.31964,2018-06-10 02:37:04.076
47.67774,-122.31964,2018-06-10 02:50:30.580
47.67774,-122.31964,2018-06-10 03:02:12.265
47.67774,-122.31964,2018-06-10 03:16:12.777
47.67774,-122.31964,2018-06-10 03:52:26.812
47.67774,-122.31964,2018-06-10 04:39:52.736
47.67774,-122.31964,2018-06-10 04:39:52.904
47.67774,-122.31964,2018-06-10 04:39:53.080
47.67774,-122.31964,2018-06-10 06:28:46.640
47.67774,-122.31964,2018-06-10 06:28:46.822
47.67774,-122.31964,2018-06-10 06:28:47.077
47.67774,-122.31964,2018-06-10 08:08:46.089
47.67774,-122.31963,2018-06-10 08:09:15.719
47.67777,-122.31965,2018-06-10 08:09:45.774
47.67778,-122.31971,2018-06-10 09:14:18.000
47.67774,-122.31966,2018-06-10 15:21:21.181
47.67743,-122.32045,2018-06-10 15:27:28.718
47.67774,-122.31966,2018-06-10 15:32:34.286
47.67774,-122.31966,2018-06-10 15:33:35.389
47.67774,-122.31964,2018-06-10 15:34:06.292
47.67774,-122.31964,2018-06-10 15:36:57.527
47.67774,-122.31964,2018-06-10 15:40:30.229
47.67775,-122.31962,2018-06-10 15:43:54.956
47.67775,-122.31962,2018-06-10 15:53:55.174
47.67775,-122.31962,2018-06-10 15:53:55.593
47.67775,-122.31962,2018-06-10 15:56:55.674
47.67775,-122.31962,2018-06-10 16:02:23.911
47.67775,-122.31962,2018-06-10 16:10:39.611
47.67775,-122.31962,2018-06-10 16:26:30.006
47.67775,-122.31962,2018-06-10 16:37:41.076
47.67775,-122.31962,2018-06-10 16:47:55.179
47.67775,-122.31962,2018-06-10 17:03:55.162
47.67775,-122.31962,2018-06-10 17:18:59.628
47.67775,-122.31962,2018-06-10 17:30:01.162
47.67775,-122.31962,2018-06-10 17:43:34.225
47.67775,-122.31962,2018-06-10 17:53:35.645
47.67775,-122.31963,2018-06-10 18:07:03.042
47.67775,-122.31963,2018-06-10 18:07:30.323
47.67775,-122.31963,2018-06-10 18:10:05.275
47.67774,-122.31964,2018-06-10 18:12:09.711
47.67774,-122.31964,2018-06-10 18:14:42.486
47.67776,-122.31964,2018-06-10 18:15:05.398
47.67776,-122.31964,2018-06-10 18:17:55.405
47.67776,-122.31964,2018-06-10 18:19:55.671
47.67776,-122.31964,2018-06-10 18:22:57.997
47.67776,-122.31964,2018-06-10 18:24:58.858
47.67776,-122.31964,2018-06-10 18:27:55.163
47.67776,-122.31964,2018-06-10 18:30:10.148
47.67776,-122.31964,2018-06-10 18:32:55.479
47.67776,-122.31964,2018-06-10 18:32:55.597
47.67776,-122.31964,2018-06-10 18:35:55.550
47.67776,-122.31964,2018-06-10 18:43:43.956
47.67776,-122.31964,2018-06-10 18:53:55.172
47.67776,-122.31964,2018-06-10 19:09:20.757
47.67776,-122.31964,2018-06-10 19:21:33.804
47.67776,-122.31964,2018-06-10 19:32:08.275
47.67776,-122.31964,2018-06-10 19:53:11.863
47.67776,-122.31964,2018-06-10 20:02:10.950
47.67774,-122.31963,2018-06-10 20:03:11.652
47.67775,-122.31965,2018-06-10 20:05:16.532
47.67775,-122.31965,2018-06-10 20:07:38.432
47.67775,-122.31965,2018-06-10 20:11:14.542
47.67775,-122.31965,2018-06-10 20:13:16.915
47.67775,-122.31965,2018-06-10 20:13:17.085
47.67775,-122.31965,2018-06-10 20:15:55.161
47.67775,-122.31965,2018-06-10 20:22:03.632
47.67775,-122.31965,2018-06-10 20:28:10.828
47.67775,-122.31965,2018-06-10 20:42:39.352
47.67775,-122.31965,2018-06-10 20:52:56.828
47.67775,-122.31965,2018-06-10 21:03:20.383
47.67775,-122.31965,2018-06-10 21:13:42.681
47.67775,-122.31965,2018-06-10 21:28:52.468
47.67775,-122.31965,2018-06-10 21:43:25.748
47.67774,-122.31964,2018-06-10 21:43:50.887
47.68021,-122.31924,2018-06-10 21:44:13.081
47.67774,-122.31964,2018-06-10 21:54:35.876
47.67774,-122.31964,2018-06-10 22:04:47.846
47.67774,-122.31964,2018-06-10 22:14:56.721
47.67774,-122.31964,2018-06-10 22:28:41.194
47.67774,-122.31964,2018-06-10 22:38:46.619
47.67774,-122.31964,2018-06-10 22:41:35.655
47.67783,-122.31951,2018-06-10 22:42:50.000
47.67744,-122.31977,2018-06-10 22:43:05.000
47.67744,-122.32002,2018-06-10 22:43:21.000
47.67758,-122.31995,2018-06-10 22:43:36.000
47.67775,-122.3199,2018-06-10 22:43:52.000
47.67799,-122.31997,2018-06-10 22:44:07.000
47.67821,-122.31999,2018-06-10 22:44:22.000
47.67837,-122.31991,2018-06-10 22:44:37.000
47.67855,-122.32,2018-06-10 22:44:53.000
47.67867,-122.31999,2018-06-10 22:45:09.000
47.67885,-122.32001,2018-06-10 22:45:24.000
47.67903,-122.32002,2018-06-10 22:45:40.000
47.67925,-122.32004,2018-06-10 22:45:55.000
47.6794,-122.32012,2018-06-10 22:46:11.000
47.67945,-122.32022,2018-06-10 22:46:26.000
47.67998,-122.32176,2018-06-10 22:47:55.744
47.67994,-122.32387,2018-06-10 22:49:55.819
47.67882,-122.32487,2018-06-10 22:51:58.736
47.67772,-122.32366,2018-06-10 22:53:58.841
47.67653,-122.32273,2018-06-10 22:56:00.814
47.67524,-122.32203,2018-06-10 22:58:01.893
47.67489,-122.31934,2018-06-10 23:00:03.693
47.67326,-122.31945,2018-06-10 23:02:04.638
47.67281,-122.31789,2018-06-10 23:04:07.780
47.67199,-122.31604,2018-06-10 23:06:08.252
47.67151,-122.31438,2018-06-10 23:08:09.792
47.67211,-122.31423,2018-06-10 23:10:14.756
47.67216,-122.31422,2018-06-10 23:12:16.909
47.67216,-122.31422,2018-06-10 23:14:16.944
47.67216,-122.31422,2018-06-10 23:16:17.683
47.672,-122.31423,2018-06-10 23:19:18.842
47.672,-122.31423,2018-06-10 23:21:56.691
47.67169,-122.31411,2018-06-10 23:25:20.661
47.67216,-122.31431,2018-06-10 23:26:57.751
47.67216,-122.31431,2018-06-10 23:29:20.806
47.67191,-122.31417,2018-06-10 23:29:44.878
47.6723,-122.31405,2018-06-10 23:30:01.000
47.67223,-122.31403,2018-06-10 23:30:16.009
47.67215,-122.31427,2018-06-10 23:32:10.230
47.67215,-122.31436,2018-06-10 23:34:30.787
47.67186,-122.31415,2018-06-10 23:36:31.707
47.67186,-122.31415,2018-06-10 23:38:32.649
47.67227,-122.3144,2018-06-10 23:41:10.647
47.67379,-122.31454,2018-06-10 23:43:21.533
47.6744,-122.3158,2018-06-10 23:45:33.788
47.67477,-122.31645,2018-06-10 23:47:13.583
47.67574,-122.31751,2018-06-10 23:49:20.545
47.67653,-122.31802,2018-06-10 23:51:22.518
47.67737,-122.31953,2018-06-10 23:53:35.520
47.6776,-122.3196,2018-06-10 23:54:48.468
47.67776,-122.31961,2018-06-10 23:56:05.226
47.67775,-122.31965,2018-06-10 23:56:49.507
47.67828,-122.31939,2018-06-10 23:57:57.000
47.67774,-122.31964,2018-06-10 23:58:49.571
47.67775,-122.31965,2018-06-11 00:00:50.496
47.67775,-122.31965,2018-06-11 00:03:26.420
47.67775,-122.31965,2018-06-11 00:06:32.451
47.67775,-122.31965,2018-06-11 00:06:32.640
47.67775,-122.31965,2018-06-11 00:09:34.426
47.67775,-122.31965,2018-06-11 00:16:46.443
47.67775,-122.31965,2018-06-11 00:23:15.375
47.67775,-122.31965,2018-06-11 00:55:56.102
47.67775,-122.31965,2018-06-11 01:07:35.227
47.67775,-122.31965,2018-06-11 01:18:44.032
47.67775,-122.31965,2018-06-11 01:55:07.379
47.67775,-122.31965,2018-06-11 01:58:38.056
47.67777,-122.31988,2018-06-11 02:00:30.624
47.67774,-122.31964,2018-06-11 02:01:00.062
47.67774,-122.31963,2018-06-11 02:03:15.614
47.67774,-122.31964,2018-06-11 02:05:15.624
47.67774,-122.31964,2018-06-11 02:08:14.379
47.67774,-122.31964,2018-06-11 02:11:14.351
47.67774,-122.31964,2018-06-11 02:11:14.623
47.67774,-122.31964,2018-06-11 02:14:15.388
47.67774,-122.31964,2018-06-11 02:20:16.349
47.67774,-122.31964,2018-06-11 02:26:04.360
47.67774,-122.31964,2018-06-11 03:02:49.272
47.67774,-122.31964,2018-06-11 03:24:34.560
47.67775,-122.31963,2018-06-11 03:44:34.858
47.67774,-122.31963,2018-06-11 03:58:59.934
47.67774,-122.31963,2018-06-11 04:11:16.319
47.67774,-122.31963,2018-06-11 04:44:55.573
47.67774,-122.31963,2018-06-11 04:55:12.258
47.67774,-122.31963,2018-06-11 05:05:38.129
47.67774,-122.31963,2018-06-11 05:15:49.209
47.67774,-122.31963,2018-06-11 05:52:52.185
47.67774,-122.31963,2018-06-11 06:29:50.235
47.67774,-122.31963,2018-06-11 07:06:46.208
47.67774,-122.31963,2018-06-11 07:22:16.443
47.67775,-122.31965,2018-06-11 07:57:24.021
47.67774,-122.31966,2018-06-11 07:59:27.719
47.67774,-122.31966,2018-06-11 08:01:29.596
47.67774,-122.31967,2018-06-11 08:03:29.792
47.67774,-122.31967,2018-06-11 08:05:29.797
47.67774,-122.31967,2018-06-11 08:07:29.809
47.67774,-122.31967,2018-06-11 08:09:29.822
47.67774,-122.31967,2018-06-11 08:11:29.839
47.67774,-122.31967,2018-06-11 08:13:29.852
47.67774,-122.31967,2018-06-11 08:15:36.165
47.67774,-122.31967,2018-06-11 08:17:56.153
47.67774,-122.31967,2018-06-11 08:21:21.163
47.67774,-122.31967,2018-06-11 08:23:23.163
47.67774,-122.31967,2018-06-11 08:23:39.332
47.67774,-122.31967,2018-06-11 08:26:02.108
47.67774,-122.31967,2018-06-11 09:02:43.148
47.67774,-122.31967,2018-06-11 09:14:17.619
47.67774,-122.31966,2018-06-11 10:08:41.118
47.67774,-122.31966,2018-06-11 12:07:20.016
47.67774,-122.31966,2018-06-11 14:56:14.949
47.67774,-122.31966,2018-06-11 14:56:15.080
47.67774,-122.31966,2018-06-11 14:56:15.277
47.67773,-122.31966,2018-06-11 15:00:01.249
47.67774,-122.31965,2018-06-11 15:10:16.761
47.67774,-122.31965,2018-06-11 15:11:02.990
47.67774,-122.31965,2018-06-11 15:14:34.914
47.67774,-122.31924,2018-06-11 15:16:17.000
47.67765,-122.31938,2018-06-11 15:16:33.000
47.67769,-122.31935,2018-06-11 15:16:48.000
47.67769,-122.31935,2018-06-11 15:17:04.000
47.67772,-122.31939,2018-06-11 15:17:19.000
47.67772,-122.3194,2018-06-11 15:17:35.000
47.67772,-122.3194,2018-06-11 15:17:51.000
47.67772,-122.3194,2018-06-11 15:18:08.000
47.67772,-122.3194,2018-06-11 15:18:23.000
47.67772,-122.3194,2018-06-11 15:18:53.000
47.67771,-122.3194,2018-06-11 15:19:08.000
47.67771,-122.3194,2018-06-11 15:19:47.000
47.67771,-122.3194,2018-06-11 15:20:02.000
47.67771,-122.3194,2018-06-11 15:22:38.801
47.67771,-122.3194,2018-06-11 15:24:58.674
47.67771,-122.3194,2018-06-11 15:27:58.569
47.67771,-122.3194,2018-06-11 15:29:58.596
47.67771,-122.3194,2018-06-11 15:32:18.032
47.67771,-122.3194,2018-06-11 15:34:18.037
47.67771,-122.3194,2018-06-11 15:36:18.055
47.67771,-122.3194,2018-06-11 15:38:18.062
47.67771,-122.3194,2018-06-11 15:40:55.678
47.67771,-122.3194,2018-06-11 15:43:07.472
47.67771,-122.3194,2018-06-11 15:45:07.488
47.67771,-122.3194,2018-06-11 15:47:18.023
47.67771,-122.3194,2018-06-11 15:49:18.030
47.67771,-122.3194,2018-06-11 15:51:18.898
47.67771,-122.3194,2018-06-11 15:53:35.684
47.67771,-122.3194,2018-06-11 15:55:55.184
47.67771,-122.3194,2018-06-11 15:58:42.879
47.67771,-122.3194,2018-06-11 16:01:07.260
47.67771,-122.3194,2018-06-11 16:04:05.480
47.67771,-122.3194,2018-06-11 16:06:55.331
47.67771,-122.3194,2018-06-11 16:10:55.445
47.67771,-122.3194,2018-06-11 16:10:55.634
47.67771,-122.3194,2018-06-11 16:15:14.907
47.67771,-122.3194,2018-06-11 16:51:15.804
47.67771,-122.3194,2018-06-11 17:28:09.863
47.67771,-122.3194,2018-06-11 18:04:17.982
47.67771,-122.3194,2018-06-11 18:21:32.496
47.67771,-122.3194,2018-06-11 18:32:20.851
47.67771,-122.3194,2018-06-11 18:49:44.714
47.67774,-122.31963,2018-06-11 18:50:00.223
47.67773,-122.3196,2018-06-11 18:50:16.000
47.67773,-122.3196,2018-06-11 19:01:07.827
47.67773,-122.3196,2018-06-11 19:37:33.808
47.67773,-122.3196,2018-06-11 19:48:08.505
47.67773,-122.3196,2018-06-11 19:58:22.775
47.67773,-122.3196,2018-06-11 20:07:23.737
47.67773,-122.3196,2018-06-11 20:11:13.533
47.67774,-122.31964,2018-06-11 20:11:44.875
47.67786,-122.31953,2018-06-11 20:14:45.835
47.67798,-122.31907,2018-06-11 20:16:45.838
47.67589,-122.31987,2018-06-11 20:18:23.000
47.67602,-122.31907,2018-06-11 20:18:46.877
47.67258,-122.3224,2018-06-11 20:20:48.134
47.67049,-122.32306,2018-06-11 20:23:01.088
47.67033,-122.3222,2018-06-11 20:23:17.000
47.66703,-122.32252,2018-06-11 20:25:21.150
47.65702,-122.31863,2018-06-11 20:27:21.334
47.63964,-122.3229,2018-06-11 20:29:21.313
47.59601,-122.32098,2018-06-11 20:33:36.279
47.59089,-122.28686,2018-06-11 20:35:37.365
47.59089,-122.28686,2018-06-11 20:37:37.331
47.58,-122.20227,2018-06-11 20:39:38.407
47.57874,-122.15638,2018-06-11 20:41:38.631
47.57874,-122.15638,2018-06-11 20:43:41.416
47.54957,-122.06541,2018-06-11 20:45:55.213
47.53872,-122.03613,2018-06-11 20:47:56.289
47.5308,-122.03643,2018-06-11 20:49:56.369
47.53028,-122.03658,2018-06-11 20:50:52.380
47.52536,-122.03646,2018-06-11 20:51:40.869
47.50896,-122.02312,2018-06-11 20:53:57.544
47.50184,-122.02298,2018-06-11 20:55:59.880
47.50063,-122.02122,2018-06-11 20:57:44.920
47.50063,-122.02122,2018-06-11 20:59:42.924
47.50005,-122.02204,2018-06-11 21:00:09.000
47.50063,-122.02122,2018-06-11 21:02:03.578
47.50063,-122.02122,2018-06-11 21:04:12.921
47.50015,-122.02188,2018-06-11 21:06:06.000
47.50119,-122.02142,2018-06-11 21:08:22.628
47.50063,-122.02122,2018-06-11 21:10:22.879
47.50063,-122.02122,2018-06-11 21:12:22.887
47.49727,-122.01902,2018-06-11 21:14:22.930
47.48752,-122.02735,2018-06-11 21:16:23.168
47.48752,-122.02735,2018-06-11 21:18:23.252
47.48752,-122.02735,2018-06-11 21:20:23.289
47.48752,-122.02735,2018-06-11 21:22:26.180
47.49599,-122.02094,2018-06-11 21:24:26.278
47.54501,-122.03661,2018-06-11 21:26:26.262
47.48752,-122.02735,2018-06-11 21:28:26.540
47.49292,-122.01767,2018-06-11 21:30:26.632
47.47755,-122.02542,2018-06-11 21:32:26.612
47.47755,-122.02542,2018-06-11 21:34:33.514
47.47755,-122.02542,2018-06-11 21:36:33.566
47.47755,-122.02542,2018-06-11 21:38:33.555
47.47755,-122.02542,2018-06-11 21:40:34.212
47.47755,-122.02542,2018-06-11 21:42:35.220
47.44629,-122.05137,2018-06-11 21:44:35.222
47.47755,-122.02542,2018-06-11 21:45:17.091
47.4959,-122.0115,2018-06-11 21:54:25.000
47.4959,-122.0115,2018-06-11 21:54:55.945
47.49692,-122.01023,2018-06-11 22:00:18.000
47.49692,-122.01023,2018-06-11 22:02:08.622
47.49692,-122.01023,2018-06-11 22:04:13.976
47.53375,-122.02128,2018-06-11 22:06:15.362
47.53375,-122.02128,2018-06-11 22:08:28.336
47.53375,-122.02128,2018-06-11 22:10:28.311
47.51945,-122.03668,2018-06-11 22:12:28.568
47.51833,-122.02949,2018-06-11 22:14:31.703
47.53859,-122.02601,2018-06-11 22:16:31.754
47.51833,-122.02949,2018-06-11 22:18:31.802
47.51833,-122.02949,2018-06-11 22:22:06.162
47.51833,-122.02949,2018-06-11 22:23:31.807
47.51833,-122.02949,2018-06-11 22:26:32.162
47.53375,-122.02128,2018-06-11 22:28:31.868
47.53375,-122.02128,2018-06-11 22:30:36.862
47.53375,-122.02128,2018-06-11 22:32:36.877
47.53375,-122.02128,2018-06-11 22:34:38.006
47.53375,-122.02128,2018-06-11 22:36:38.005
47.53375,-122.02128,2018-06-11 22:38:38.191
47.53375,-122.02128,2018-06-11 22:40:38.293
47.53375,-122.02128,2018-06-11 22:42:38.325
47.53375,-122.02128,2018-06-11 22:44:38.345
47.53375,-122.02128,2018-06-11 22:46:38.420
47.53375,-122.02128,2018-06-11 22:48:40.644
47.49913,-122.00854,2018-06-11 22:51:26.000
47.49912,-122.00856,2018-06-11 22:55:32.765
47.49954,-122.00836,2018-06-11 22:55:49.000
47.49953,-122.00836,2018-06-11 22:57:56.619
47.49953,-122.00836,2018-06-11 22:59:59.699
47.49955,-122.00836,2018-06-11 23:01:58.971
47.50927,-122.02315,2018-06-11 23:04:14.350
47.50787,-122.02422,2018-06-11 23:06:14.452
47.50425,-122.00442,2018-06-11 23:18:03.000
47.50783,-122.00516,2018-06-11 23:28:51.000
47.50758,-122.00537,2018-06-11 23:29:48.000
47.51706,-122.00181,2018-06-11 23:33:08.000
47.52587,-121.99504,2018-06-11 23:35:35.000
47.51227,-122.01166,2018-06-11 23:39:50.000
47.5084,-122.0272,2018-06-11 23:41:57.902
47.51192,-122.02573,2018-06-11 23:43:58.698
47.51192,-122.02573,2018-06-11 23:45:59.874
47.50401,-122.02346,2018-06-11 23:47:01.729
47.50401,-122.02346,2018-06-11 23:49:18.256
47.50063,-122.02122,2018-06-11 23:51:18.327
47.50063,-122.02122,2018-06-11 23:53:18.560
47.50063,-122.02122,2018-06-11 23:55:24.668
47.50063,-122.02122,2018-06-11 23:57:29.213
47.50038,-122.02171,2018-06-11 23:59:21.000
47.50133,-122.02352,2018-06-11 23:59:42.614
47.50063,-122.02122,2018-06-12 00:01:36.581
47.50063,-122.02122,2018-06-12 00:03:39.437
47.50184,-122.02298,2018-06-12 00:04:00.795
47.50063,-122.02122,2018-06-12 00:06:14.499
47.50063,-122.02122,2018-06-12 00:10:32.626
47.50032,-122.02179,2018-06-12 00:11:07.000
47.50063,-122.02122,2018-06-12 00:14:45.412
47.50031,-122.02195,2018-06-12 00:17:00.000
47.50063,-122.02122,2018-06-12 00:17:55.387
47.50063,-122.02122,2018-06-12 00:19:45.682
47.49933,-122.02336,2018-06-12 00:22:06.628
47.50063,-122.02122,2018-06-12 00:24:06.802
47.50063,-122.02122,2018-06-12 00:26:06.831
47.50063,-122.02122,2018-06-12 00:28:27.997
47.49966,-122.02217,2018-06-12 00:28:48.000
47.50189,-122.02245,2018-06-12 00:29:13.000
47.50439,-122.02263,2018-06-12 00:29:28.000
47.50705,-122.02288,2018-06-12 00:29:43.000
47.50971,-122.02308,2018-06-12 00:29:58.000
47.51035,-122.02316,2018-06-12 00:30:02.000
47.51382,-122.02402,2018-06-12 00:30:23.000
47.51594,-122.02634,2018-06-12 00:30:39.000
47.51782,-122.02877,2018-06-12 00:30:55.000
47.51919,-122.02975,2018-06-12 00:31:11.000
47.51935,-122.02983,2018-06-12 00:31:13.000
47.52126,-122.03006,2018-06-12 00:31:33.000
47.52281,-122.03049,2018-06-12 00:31:49.000
47.52422,-122.03149,2018-06-12 00:32:04.000
47.52577,-122.03253,2018-06-12 00:32:20.000
47.52588,-122.03269,2018-06-12 00:32:23.000
47.52806,-122.03299,2018-06-12 00:32:43.000
47.52954,-122.03292,2018-06-12 00:32:58.000
47.52995,-122.03284,2018-06-12 00:33:14.000
47.53499,-122.02167,2018-06-12 00:35:24.198
47.54886,-122.06148,2018-06-12 00:37:25.177
47.56272,-122.09366,2018-06-12 00:39:25.229
47.57978,-122.15058,2018-06-12 00:41:25.281
47.5877,-122.23331,2018-06-12 00:45:31.857
47.59044,-122.24092,2018-06-12 00:46:03.810
47.59197,-122.29096,2018-06-12 00:48:09.833
47.59007,-122.27123,2018-06-12 00:48:54.000
47.59007,-122.27123,2018-06-12 00:50:10.960
47.59436,-122.31271,2018-06-12 00:52:18.000
47.6003,-122.32273,2018-06-12 00:54:12.892
47.60317,-122.32605,2018-06-12 00:56:07.000
47.61967,-122.32765,2018-06-12 00:58:21.350
47.61967,-122.32765,2018-06-12 01:00:21.375
47.65713,-122.32217,2018-06-12 01:02:11.000
47.66998,-122.32173,2018-06-12 01:03:28.000
